projectId	terminologyId	name	description
2153	253651000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253701000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253711000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253821000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253831000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253661000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253721000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253731000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253841000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253851000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253671000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253681000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253691000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253741000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253751000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253761000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253771000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253781000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253791000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253801000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253811000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253311000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253321000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253361000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253371000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253861000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253871000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253381000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253391000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253401000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253411000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253421000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253441000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253331000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253341000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253351000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251621000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251631000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251641000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251651000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251661000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263511000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263321000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263331000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263341000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263351000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263361000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263581000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263311000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263301000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263311000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	461000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251641000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253671000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253701000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253531000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253491000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253741000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253721000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253551000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253511000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253751000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253651000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253471000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253451000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253681000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253251000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253711000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253541000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253501000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253731000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253561000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253521000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253761000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253771000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253821000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253611000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253571000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253841000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253631000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253591000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253801000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253781000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253791000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253811000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253831000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253851000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253581000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253601000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253641000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263581000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253661000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253481000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253461000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253691000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253621000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61231000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253131000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253401000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253411000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263511000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253421000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253121000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253371000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253381000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253441000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253391000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263341000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263351000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263331000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263321000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263361000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253231000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	351000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72671000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	421000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61241000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253301000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253331000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253351000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253341000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253111000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253281000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253871000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253241000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253321000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253291000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253861000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253311000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	253361000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	91000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61251000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	191000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	241000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	471000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61271000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61281000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61291000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	261000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61261000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	61000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	71000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	321000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	141000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	181000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	131000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	101000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	263301000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	451000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	501000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72621000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72631000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72601000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72611000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72661000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72591000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72581000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72571000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72541000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72551000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72531000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72521000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72511000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72501000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72561000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72641000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	391000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	50931000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72691000210108	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72681000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	50941000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	192081000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251621000210109	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251631000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251651000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	251661000210102	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	121531000210107	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	192071000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	121000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	121521000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	481000210105	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72731000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	51000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72741000210106	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	441000210103	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	192091000210104	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72721000210100	New Zealand Refset Project	New Project linked to MS Authoring Platform
2153	72651000210101	New Zealand Refset Project	New Project linked to MS Authoring Platform
5153	TMP-qmc27x	New Zealand Training Project	NZ training project for getting familiar with the refset tool
2958	TMP-pwh8xc	NO Translation pilot project-April-2020	An internal project for piloting the translation tool.
2553	TMP-rpcyut	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-ww3x3z	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-lpf5ku	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-knhnvs	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-eu5vrq	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-qrui36	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-c6devn	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-wia63j	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-drwl2x	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-paovbj	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-5959sz	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-aevlq9	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-ztjosx	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-6bo3ph	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-i4414j	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	1621000202106	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-mxcheu	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-u2um3j	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-568nl6	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-kznqth	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-oa2h4h	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-zkcp2r	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-aa358h	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-cgghgc	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-36j3pc	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-ygo82d	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	11621000202109	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-xzaj4j	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-asfpph	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-qel28a	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-6lobsv	NO Translation Workshop	A project for the NO NRC Training Workshop
2553	TMP-xe4j14	NO Translation Workshop	A project for the NO NRC Training Workshop
2854	1921000202100	Norwegian covid-19 project	Refset and translation activities related to terminology efforts for covid-19 monitoring
2002	TMP-ub8ug1	Norwegian Mapping Project	Norwegian Mapping Project
2002	891000202109	Norwegian Mapping Project	Norwegian Mapping Project
2002	TMP-izdykm	Norwegian Mapping Project	Norwegian Mapping Project
2002	11721000202101	Norwegian Mapping Project	Norwegian Mapping Project
2002	5401000202100	Norwegian Mapping Project	Norwegian Mapping Project
552	41000003103	Norwegian Project	Norwegian Project
552	371000202104	Norwegian Project	Norwegian Project
552	TMP-cqw66j	Norwegian Project	Norwegian Project
552	11000202100	Norwegian Project	Norwegian Project
552	21000202108	Norwegian Project	Norwegian Project
552	TMP-iqbkl7	Norwegian Project	Norwegian Project
552	TMP-329i3i	Norwegian Project	Norwegian Project
552	TMP-2yjpam	Norwegian Project	Norwegian Project
552	TMP-6j0ki6	Norwegian Project	Norwegian Project
552	TMP-5ffi88	Norwegian Project	Norwegian Project
552	41000202104	Norwegian Project	Norwegian Project
552	TMP-m53m3k	Norwegian Project	Norwegian Project
552	91000202106	Norwegian Project	Norwegian Project
552	TMP-9ymsb0	Norwegian Project	Norwegian Project
552	ALLMENN	Norwegian Project	Norwegian Project
552	NZ-GPsets	Norwegian Project	Norwegian Project
552	TMP-t15qox	Norwegian Project	Norwegian Project
552	TMP-ianff5	Norwegian Project	Norwegian Project
2454	TMP-l8stq8	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-mwg5gi	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-8dsozm	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-jc4x2f	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-3t29v7	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-svhavk	Norwegian translation project	Project for Norwegian translation of SNOMED CT
2454	TMP-x1pucs	Norwegian translation project	Project for Norwegian translation of SNOMED CT
301	1731000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1171000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	2231000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	198907	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	2361000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1001000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1001000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1001000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1011000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1011000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1021000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1021000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1021000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1031000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1031000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1151000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1151000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1161000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1161000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1171000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1181000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1181000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1191000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1191000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1201000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1201000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1201000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1041000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1041000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1041000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1051000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1051000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1051000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1061000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1061000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1061000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1071000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1071000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1211000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1211000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1221000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1221000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1231000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1231000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1241000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1241000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1251000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1251000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1081000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1081000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1261000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1261000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1271000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1271000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1091000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1091000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1091000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1281000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1281000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1291000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1291000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1101000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1101000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1111000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1111000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1011000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1031000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1131000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1131000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1131000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1161000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1171000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1181000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1191000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1071000189102	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1211000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1231000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1111000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1101000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1081000189100	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1251000189101	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1241000189104	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1221000189108	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1281000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1261000189103	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1151000189109	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1271000189107	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1291000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1301000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1301000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1301000189105	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1141000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1141000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
301	1141000189106	NRCeS Project	Project for NRCeS, C-DAC Pune in India
1451	TMP-mbqpa9	Nutrition & Dietetics	Nutrition & Dietetics
303	91000210107	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	61000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	71000210108	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	261000210101	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	251000210104	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	241000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	61000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	71000210108	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	101000210108	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	121000210100	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	51000210100	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	261000210101	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	121000210100	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	251000210104	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	81000210105	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	241000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	51000210100	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	321000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	61000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	51000210100	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	91000210107	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	321000210102	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	71000210108	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	421000210109	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	351000210106	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	391000210104	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	141000210106	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	351000210106	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	421000210109	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	101000210108	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	391000210104	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
303	141000210106	NZ Project	(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP
